gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,1,1,4,2,0,3,2,192,2,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,3,4,3,0
0,1,1,4,2,0,3,2,192,3,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,3,4,4,3,4,3,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,2,4,3,0
0,1,1,4,2,0,3,2,192,2,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,4,4,3,0
0,1,1,4,2,0,3,2,192,2,1,1,2,1,1,1,1,1,1,1,1,4,5,5,4,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,1,4,3,0
0,1,1,4,2,0,3,2,192,2,1,2,2,1,1,1,1,1,1,1,1,4,5,5,4,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,4,4,3,0
0,1,1,4,4,1,3,2,192,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,3,4,4,3,4,3,4,3,4,4,4,4,4,4,5,4,4,4,5,4,4,5,3,4,4,3,0
1,2,1,3,2,0,1,1,24,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,4,4,3,3,4,5,3,2,1,2,3,2,2,2,3,2,4,3,2,4,2,3,2,1,4,3,3,1
1,2,1,3,2,0,1,1,24,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,4,2,4,4,3,3,3,2,1,2,3,2,2,2,3,2,4,3,2,4,2,3,2,1,4,3,3,0
1,2,1,3,3,1,1,1,24,2,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,4,5,4,4,4,4,3,2,1,2,3,2,2,2,3,2,4,3,2,4,2,3,2,1,4,3,4,1
1,2,1,3,0,0,1,1,24,1,1,3,2,1,1,1,1,1,1,2,1,3,4,4,4,4,1,3,4,3,3,2,2,1,2,3,2,2,2,3,2,4,3,2,4,2,3,2,1,3,3,3,0
1,2,2,3,0,0,1,1,24,1,2,2,1,1,1,1,1,1,1,2,1,3,4,4,4,4,2,3,3,3,2,2,2,1,2,3,2,2,2,3,2,4,3,2,4,2,3,2,1,3,3,2,0
1,2,1,3,4,0,1,1,24,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,3,4,2,1,2,3,2,2,2,3,2,4,3,2,4,2,3,2,1,4,3,4,1
1,1,1,4,2,0,1,1,121,1,1,1,1,1,1,2,1,2,2,1,1,3,4,3,4,4,4,4,4,4,4,3,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,3,3,4,1
1,1,1,4,2,0,1,1,121,1,1,1,1,1,1,2,1,2,2,1,1,3,4,3,4,4,3,5,4,3,2,1,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,3,3,3,0
1,1,2,4,2,0,1,1,121,1,1,1,1,1,1,2,1,2,2,1,1,3,4,3,4,4,1,3,3,2,2,1,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,3,3,1,0
1,1,1,4,3,0,1,1,121,2,1,1,1,1,1,2,1,2,2,1,1,3,4,3,4,4,5,5,5,5,5,5,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,4,3,5,1
1,1,1,4,0,0,1,1,121,1,1,3,2,1,1,2,1,2,2,1,1,3,4,3,4,4,3,3,3,3,3,3,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,3,3,3,1
1,1,2,4,0,0,1,1,121,1,2,2,1,1,1,2,1,2,2,1,1,3,4,3,4,4,3,3,4,3,4,3,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,4,3,3,0
1,1,1,4,4,1,1,1,121,1,1,1,1,1,1,2,1,2,2,1,1,3,4,3,4,4,4,3,4,4,4,4,5,5,3,4,3,3,2,2,2,3,3,2,5,5,5,1,1,2,3,3,1
1,2,2,2,2,1,1,1,142,1,1,1,1,1,1,3,1,2,1,1,1,3,5,3,4,4,1,4,4,2,3,2,5,4,3,3,2,1,1,2,5,4,1,2,4,3,4,1,1,3,2,2,0
1,2,2,2,0,0,1,1,142,1,2,2,1,1,1,3,1,2,1,1,1,3,5,3,4,4,2,3,4,2,5,1,5,4,3,3,2,1,1,2,5,4,1,2,4,3,4,1,1,3,2,2,0
1,2,1,2,4,0,1,1,142,1,1,1,1,1,1,3,1,2,1,1,1,3,5,3,4,4,3,3,3,4,3,1,5,4,3,3,2,1,1,2,5,4,1,2,4,3,4,1,1,2,2,3,0
1,1,1,2,2,1,3,1,142,1,1,1,1,1,1,2,1,1,1,1,1,4,3,4,5,3,4,3,4,4,4,3,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,3,2,4,1
1,1,1,2,2,1,3,1,142,1,1,1,1,1,1,2,1,1,1,1,1,4,3,4,5,3,3,4,4,3,3,2,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,3,2,4,0
1,1,2,2,4,0,3,1,142,1,1,2,1,1,1,2,1,1,1,1,1,4,3,4,5,3,3,3,3,4,3,3,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,4,2,4,0
1,1,2,2,2,1,3,1,142,1,1,1,1,1,1,2,1,1,1,1,1,4,3,4,5,3,3,4,5,4,3,3,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,3,2,3,0
1,1,1,2,3,0,3,1,142,2,1,1,1,1,1,2,1,1,1,1,1,4,3,4,5,3,4,3,4,3,3,4,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,4,2,4,0
1,1,1,2,0,0,3,1,142,1,1,3,2,1,1,2,1,1,1,1,1,4,3,4,5,3,3,4,5,4,3,2,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,5,2,4,0
1,1,2,2,0,0,3,1,142,1,2,2,1,1,1,2,1,1,1,1,1,4,3,4,5,3,3,3,5,3,3,3,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,4,2,3,0
1,1,1,2,4,0,3,1,142,1,1,1,1,1,1,2,1,1,1,1,1,4,3,4,5,3,4,4,4,4,4,4,5,2,5,3,4,3,4,3,3,4,2,4,4,3,4,3,3,3,2,4,0
1,1,1,2,2,1,3,4,121,1,1,1,1,1,1,3,1,1,1,1,1,3,4,4,5,5,5,4,4,5,5,3,5,5,3,2,2,2,4,3,4,4,4,2,5,3,4,1,1,2,5,4,1
1,1,1,2,2,1,3,4,121,1,1,1,1,1,1,3,1,1,1,1,1,3,4,4,5,5,3,5,4,3,4,3,5,5,3,2,2,2,4,3,4,4,4,2,5,3,4,1,1,2,5,5,1
1,1,2,2,4,0,3,4,121,1,1,2,1,1,1,3,1,1,1,1,1,3,4,4,5,5,2,4,3,3,3,1,5,5,3,2,2,2,4,3,4,4,4,2,5,3,4,1,1,2,5,1,0
1,1,2,2,2,1,3,4,121,1,1,1,1,1,1,3,1,1,1,1,1,3,4,4,5,5,3,3,4,4,4,1,5,5,3,2,2,2,4,3,4,4,4,2,5,3,4,1,1,2,5,4,1
1,1,2,2,0,0,3,4,121,1,2,2,1,1,1,3,1,1,1,1,1,3,4,4,5,5,4,4,5,4,4,3,5,5,3,2,2,2,4,3,4,4,4,2,5,3,4,1,1,3,5,3,0
1,1,1,2,4,0,3,4,121,1,1,1,1,1,1,3,1,1,1,1,1,3,4,4,5,5,4,4,5,5,4,3,5,5,3,2,2,2,4,3,4,4,4,2,5,3,4,1,1,2,5,4,1
1,1,1,2,2,1,4,1,74,1,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,4,4,4,4,3,4,3,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,5,4,3,1
1,1,1,2,2,1,4,1,74,1,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,4,3,4,4,4,4,4,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,4,4,3,0
1,1,2,2,4,0,4,1,74,1,1,2,1,1,1,2,1,1,1,1,1,4,5,4,4,4,3,4,4,3,3,3,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,5,4,3,0
1,1,2,2,2,1,4,1,74,1,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,4,3,4,4,3,3,3,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,4,4,3,0
1,1,1,2,3,0,4,1,74,2,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,4,4,4,4,4,4,4,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,4,4,4,1
1,1,1,2,0,0,4,1,74,1,1,3,2,1,1,2,1,1,1,1,1,4,5,4,4,4,3,4,4,3,4,3,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,4,4,3,0
1,1,2,2,0,0,4,1,74,1,2,2,1,1,1,2,1,1,1,1,1,4,5,4,4,4,3,4,4,2,4,3,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,3,4,3,0
1,1,1,2,4,0,4,1,74,1,1,1,1,1,1,2,1,1,1,1,1,4,5,4,4,4,3,4,4,4,3,4,4,2,4,5,3,3,4,1,5,3,3,4,4,3,4,4,2,4,4,4,0
1,1,1,2,2,1,4,2,142,1,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,4,3,3,2,3,5,5,4,3,3,2,2,3,3,3,3,3,4,4,3,2,1,2,1,3,0
1,1,1,2,2,1,4,2,142,1,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,3,4,3,3,3,3,5,5,4,3,3,2,2,3,3,3,3,3,4,4,3,2,1,2,1,3,0
1,1,1,2,3,0,4,2,142,2,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,3,3,3,5,5,4,3,3,2,2,3,3,3,3,3,4,4,3,2,1,3,1,4,1
1,1,1,2,0,0,4,2,142,1,1,3,2,1,1,2,1,1,2,1,1,4,4,4,4,4,2,4,4,3,4,3,5,5,4,3,3,2,2,3,3,3,3,3,4,4,3,2,1,2,1,1,0
1,1,2,2,0,0,4,2,142,1,2,2,1,1,1,2,1,1,2,1,1,4,4,4,4,4,2,4,3,3,3,3,5,5,4,3,3,2,2,3,3,3,3,3,4,4,3,2,1,3,1,2,0
1,1,1,2,4,0,4,2,142,1,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,4,3,4,4,4,3,3,5,5,4,3,3,2,2,3,3,3,3,3,4,4,3,2,1,1,1,3,0
1,1,1,4,2,0,2,2,121,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,4,4,3,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,4,3,3,1
1,1,1,4,2,0,2,2,121,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,3,3,3,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,4,3,3,1
1,1,2,4,2,0,2,2,121,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,3,3,4,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,4,3,3,1
1,1,1,4,3,0,2,2,121,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,2,3,3,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,4,3,3,1
1,1,1,4,0,0,2,2,121,1,1,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,3,3,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,3,3,3,0
1,1,2,4,0,0,2,2,121,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,3,3,3,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,3,3,3,1
1,1,1,4,4,1,2,2,121,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,4,3,3,4,1,4,4,4,4,4,3,5,4,4,3,4,3,4,3,3,4,3,3,1
0,2,1,2,2,1,3,4,37,1,1,2,1,1,1,1,1,2,1,1,1,3,3,3,4,2,3,3,3,3,4,4,1,4,3,4,4,4,3,1,4,4,2,4,4,4,4,4,4,4,3,3,1
0,1,2,3,0,0,1,2,192,1,1,1,1,1,1,1,2,1,1,1,1,2,5,2,4,4,2,1,5,1,5,1,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,5,4,3,0
0,1,1,3,2,0,1,2,192,1,1,1,1,1,1,1,2,1,1,1,1,2,5,2,4,4,1,2,5,2,5,3,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,3,4,3,0
0,1,2,3,2,0,1,2,192,1,1,2,1,1,1,1,2,1,1,1,1,2,5,2,4,4,5,3,5,5,5,3,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,4,4,4,0
0,1,1,3,1,0,1,2,192,2,1,2,2,1,1,1,2,1,1,1,1,2,5,2,4,4,4,5,5,4,5,4,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,2,4,4,1
0,1,1,3,2,0,1,2,192,1,2,2,2,1,1,1,2,1,1,1,1,2,5,2,4,4,5,5,5,5,5,5,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,5,4,5,1
0,1,1,3,2,0,1,2,192,1,1,2,1,1,1,1,2,1,1,1,1,2,5,2,4,4,4,2,4,1,1,1,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,4,4,3,0
0,1,1,3,0,0,1,2,192,1,1,2,1,1,2,1,2,1,1,1,1,2,5,2,4,4,4,5,5,3,5,3,3,1,4,4,5,3,5,1,2,5,2,5,5,5,4,3,5,4,4,5,1
0,1,2,0,0,1,4,4,169,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,4,3,5,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,3,0
0,1,1,0,2,0,4,4,169,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,2,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,3,3,3,0
0,1,1,0,3,0,4,4,169,1,1,1,2,1,2,1,1,1,1,1,1,4,5,4,4,4,4,4,4,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,4,0
0,1,2,0,2,0,4,4,169,3,1,1,2,1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,4,4,4,4,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,2,3,4,1
0,1,2,0,2,0,4,4,169,2,2,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,4,4,4,4,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,5,3,4,0
0,1,2,0,4,0,4,4,169,1,2,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,2,3,3,3,3,2,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,3,0
0,1,2,0,2,0,4,4,169,2,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,1,1,1,1,1,1,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,3,3,1,0
0,1,1,0,2,0,4,4,169,2,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,3,3,3,0
0,1,1,0,1,0,4,4,169,2,1,2,2,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,3,3,3,1
0,1,1,0,3,0,4,4,169,1,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,3,0
0,1,1,0,2,0,4,4,169,1,2,2,2,1,1,1,1,1,1,1,1,4,5,4,4,4,3,4,4,4,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,3,1
0,1,1,0,2,0,4,4,169,1,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,4,1
0,1,1,0,0,1,4,4,169,1,1,2,1,1,2,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,5,3,3,0
0,1,2,0,0,1,4,4,169,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,1,2,1,5,5,5,1,1,4,2,2,5,5,4,4,2,2,4,3,4,0
0,2,1,0,2,0,2,1,36,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,4,5,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,4,4,4,0
0,2,2,0,2,0,2,1,36,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,3,4,4,1
0,2,2,0,4,0,2,1,36,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,4,4,4,0
0,2,2,0,2,0,2,1,36,2,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,3,4,5,1
0,2,1,0,2,0,2,1,36,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,4,4,4,1
0,2,2,0,2,0,2,1,36,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,3,4,4,1
0,2,1,0,1,0,2,1,36,2,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,4,4,5,1
0,2,1,0,2,0,2,1,36,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,5,4,4,5,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,3,4,4,0
0,2,1,0,2,0,2,1,36,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,4,4,4,1
0,2,1,0,0,1,2,1,36,1,1,2,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,4,4,4,1
0,2,2,0,0,1,2,1,36,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,4,4,5,4,4,2,4,3,3,2,2,1,3,5,5,4,4,4,4,5,1,3,4,4,0
0,2,2,2,0,0,3,5,120,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,5,5,4,5,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,4,3,4,0
0,2,1,2,2,1,3,5,120,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,4,3,4,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,2,3,3,0
0,2,2,2,2,1,3,5,120,3,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,4,4,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,3,3,3,0
0,2,2,2,2,1,3,5,120,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,5,3,5,1
0,2,2,2,4,0,3,5,120,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,4,3,4,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,5,3,4,0
0,2,2,2,2,1,3,5,120,2,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,5,1,4,1,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,3,3,1,0
0,2,1,2,2,1,3,5,120,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,5,4,3,4,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,3,3,4,0
0,2,2,2,2,1,3,5,120,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,2,4,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,4,3,4,1
0,2,1,2,1,0,3,5,120,2,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,4,1,4,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,3,3,4,0
0,2,1,2,3,0,3,5,120,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,5,4,5,4,2,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,3,3,4,0
0,2,1,2,2,1,3,5,120,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,3,4,3,2,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,4,3,4,0
0,2,1,2,2,1,3,5,120,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,4,3,4,1
0,2,1,2,0,0,3,5,120,1,1,2,1,1,2,1,1,1,1,1,1,4,4,4,4,4,3,5,4,4,4,4,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,4,3,4,0
0,2,2,2,2,1,3,5,120,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,3,3,4,3,4,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,5,3,3,0
0,2,2,2,0,0,3,5,120,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,5,5,3,4,3,3,1,4,5,5,4,4,1,4,4,4,5,5,4,4,4,2,4,3,3,0
0,1,2,4,0,0,1,4,73,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,5,5,5,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,4,4,4,1
0,1,1,4,2,0,1,4,73,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,2,4,4,3,4,2,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,2,4,3,0
0,1,2,4,2,0,1,4,73,3,1,1,2,1,1,1,1,1,1,1,1,4,5,4,4,4,4,5,5,4,4,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,3,4,4,0
0,1,2,4,2,0,1,4,73,2,2,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,5,5,5,5,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,5,4,5,1
0,1,2,4,4,1,1,4,73,1,2,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,5,5,5,5,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,4,4,5,1
0,1,1,4,0,0,1,4,73,2,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,5,5,4,4,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,3,4,5,0
0,1,2,4,2,0,1,4,73,2,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,2,5,5,3,4,3,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,3,4,4,0
0,1,1,4,2,0,1,4,73,2,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,4,4,4,5,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,3,4,4,0
0,1,2,4,2,0,1,4,73,1,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,5,5,4,4,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,4,4,4,0
0,1,1,4,1,0,1,4,73,2,1,2,2,1,1,1,1,1,1,1,1,4,5,4,4,4,4,5,5,5,5,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,3,4,5,1
0,1,1,4,2,0,1,4,73,1,2,2,2,1,1,1,1,1,1,1,1,4,5,4,4,4,4,5,5,5,4,5,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,5,4,5,1
0,1,1,4,2,0,1,4,73,1,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,5,5,5,4,5,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,4,4,4,1
0,1,1,4,0,0,1,4,73,1,1,2,1,1,2,1,1,1,1,1,1,4,5,4,4,4,3,5,5,4,4,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,5,4,5,1
0,1,2,4,2,0,1,4,73,1,1,1,1,1,2,1,1,1,1,1,1,4,5,4,4,4,4,4,4,5,4,3,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,5,4,4,0
0,1,2,4,0,0,1,4,73,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,5,5,4,4,4,3,3,3,4,5,5,5,1,4,4,3,4,4,4,5,3,4,5,4,4,0
0,3,2,3,0,0,1,3,58,1,1,1,1,1,1,1,2,1,1,1,1,3,5,5,3,3,2,3,4,3,5,4,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,4,3,3,0
0,3,1,3,2,0,1,3,58,1,1,1,1,1,1,1,2,1,1,1,1,3,5,5,3,3,3,3,4,4,4,4,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,3,3,3,0
0,3,2,3,2,0,1,3,58,3,1,1,2,1,1,1,2,1,1,1,1,3,5,5,3,3,4,3,4,4,4,3,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,3,3,3,0
0,3,2,3,2,0,1,3,58,2,2,1,1,1,1,1,2,1,1,1,1,3,5,5,3,3,4,4,4,4,4,4,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,5,3,4,1
0,3,2,3,4,0,1,3,58,1,2,2,1,1,1,1,2,1,1,1,1,3,5,5,3,3,2,4,4,2,3,2,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,4,3,2,0
0,3,2,3,2,0,1,3,58,2,1,2,1,1,1,1,2,1,1,1,1,3,5,5,3,3,3,4,4,3,4,2,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,3,3,3,0
0,3,1,3,2,0,1,3,58,2,1,1,1,1,1,1,2,1,1,1,1,3,5,5,3,3,4,4,4,4,4,4,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,3,3,4,0
0,3,2,3,2,0,1,3,58,1,1,2,1,1,1,1,2,1,1,1,1,3,5,5,3,3,4,4,4,3,3,3,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,4,3,2,0
0,3,1,3,1,0,1,3,58,2,1,2,2,1,1,1,2,1,1,1,1,3,5,5,3,3,3,5,4,4,4,4,3,1,2,3,4,4,2,1,3,4,2,4,4,4,4,2,4,3,3,2,0
